provider_num,npi,name,address,city,state,zip,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number,hasSpecialties,GENERAL SURGERY,SURGICAL ONCOLOGY,THORACIC SURGERY,CARDIAC SURGERY,OPHTHALMOLOGY,PLASTIC AND RECONSTRUCTIVE SURGERY,VASCULAR SURGERY,ORTHOPEDIC SURGERY,HAND SURGERY,ORAL SURGERY,GASTROENTEROLOGY,DERMATOLOGY,PAIN MANAGEMENT,COLORECTAL SURGERY (PROCTOLOGY),UROLOGY
,1215097845,NEWGATE SURGERY CENTER INC,5200 TAMIAMI TRL N,NAPLES,FL,341032817,,26.164235,-81.7985515,2392636766,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1598846925,SURGICARE CENTER INC,4101 EVANS AVE,FORT MYERS,FL,339019310,,26.602183,-81.859632,2392751176,Dec-49,,,,F1029,,,,,,,,,,,,,,,,,,,
,1558372029,HOLIDAY SURGERY CENTER LIMITED PARTNERSHIP L L P,1109 US HIGHWAY 19,HOLIDAY,FL,346915638,,28.187755,-82.74160807,7279345705,Dec-49,,,,F1084,,,,,,,,,,,,,,,,,,,
,1538126362,WINTER HAVEN AMBULATORY SURGICAL CENTER LLC,325 AVE B NW,WINTER HAVEN,FL,338814651,,28.0241013,-81.73058777,8632914000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1093766735,TAMPA BAY SURGERY CENTER ASSOCIATES LTD,11811 N DALE MABRY HWY,TAMPA,FL,336183505,,28.0564,-82.5031,8139618500,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1366710741,"EYE PHYSICIANS OF PINELLAS, PA",148 13TH ST SW,LARGO,FL,337703127,,27.91585259,-82.80152573,7275818706,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
,1770601866,"MEDICAL SPECIALTY PROCEDURES, LC",1355 37TH ST,VERO BEACH,FL,32960,,27.6387163,-80.3975399,7727944236,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1821068289,"CITRUS UROLOGY CENTER, INC.",3075 W GULF TO LAKE HWY,LECANTO,FL,344619228,,28.8268794,-82.50015637,3525270102,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1457448912,"GLADIOLUS SURGERY CENTER , LLC",7431 GLADIOLUS SURGERY CENTER,FORT MYERS,FL,339085122,,26.640628,-81.8723084,2396897000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1770620742,SAMUEL WELLS SURGICENTER INC,3599 UNIVERSITY BLVD S STE 604,JACKSONVILLE,FL,322164234,,30.2902563,-81.6011984,9045258629,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1346549292,SC PHYSICIANS LLC,601 7TH ST S,ST PETERSBERG,FL,337014704,,50.7401134,5.4117184,7278248357,Dec-49,,,,F1237A,,,,,,,,,,,,,,,,,,,
,1235165531,LAKE SURGERY & ENDOSCOPY CENTER LTD,8110 COUNTY ROAD 44 LEG A,LEESBURG,FL,347883704,,28.810823,-81.8778582,3523238868,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1265494553,"CORAL VIEW SURGERY CENTER, LLC",8390 W FLAGLER ST,MIAMI,FL,331442039,,25.7692764,-80.3321076,3055518763,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1659360303,ST JOHNS SURGERY CENTER LLC,8901 CONFERENCE DR,FORT MYERS,FL,339194895,,26.640628,-81.8723084,2394669555,Dec-49,,,,F1238,,,,,,,,,,,,,,,,,,,
,1922268531,JUPITER EYE SURGERY CENTER LLC,102 COASTAL WAY,JUPITER,FL,334775002,,26.9351565,-80.082472,5612273185,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
,1568408060,"ROSATO PLASTIC SURGERY CENTER, INC",3790 7TH TER,VERO BEACH,FL,329606552,,27.6387163,-80.3975399,7725625859,Dec-49,,,,,,,,TRUE,,,,,,5,,,,,,,,,
,1043303894,"DOCTORS OUTPATIENT SURGERY CENTER OF JUPITER, LLC",3602 KYOTO GARDENS DRIVE,PALM BEACH GARDENS,FL,334102713,,26.84685373,-80.0915873,5617993388,Dec-49,,,,F1332,,,,,,,,,,,,,,,,,,,
,1639105455,ENDOSURG OUTPATIENT CENTER LLC,13838 N US HIGHWAY 441,LADY LAKE,FL,321598904,,28.9174855,-81.9228604,3527531612,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1376553925,CAPE CORAL EYE CENTER PA,4120 DEL PRADO BLVD S,CAPE CORAL,FL,339047165,,26.57485626,-81.94341244,2395422020,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
,1013011162,BAY AREA ENDOSCOPY CENTER LIMITED PARTNERSHIP,5771 49TH ST N,ST. PETERSBURG,FL,337092107,,27.7918283,-82.7000042,7275282261,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1548217128,GULFSHORE ENDOSCOPY INC,1084 GOODLETTE RD N,NAPLES,FL,341025449,,26.16117264,-81.79100221,2394359330,Dec-49,,,,1548217128,,,,,,,,,,,,,,,,,,,
,1366549511,SOUTHWEST FLORIDA INSTITUTE OF PLASTIC SURGERY INC,3700 CENTRAL AVE,FORT MYERS,FL,339017649,,26.60892331,-81.86393641,2392750665,Dec-49,,,,F1020,,,,TRUE,,,,,,5,,,,,,,,,
,1871868422,PARAMOUNT SURGERY CENTER LLC,2565 CLEVELAND AVE,FORT MYERS,FL,339014906,,26.63042782,-81.87230657,2392180416,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1992707855,VESC INC,550 MEMORIAL CIR,ORMOND BEACH,FL,321745055,,29.2831345,-81.0808593,3866720017,Dec-49,,,,F1185,,,,,,,,,,,,,,,,,,,
,1912018086,CENTER FOR ENDOSCOPY INC,3325 S TAMIAMI TRAIL,SARASOTA,FL,342395114,,27.30412902,-82.53016139,9415523480,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1235163171,SEVEN SPRINGS SURGERY CENTER INC,2024 SEVEN SPRINGS BLVD,NEW PORT RICHEY,FL,346553933,,28.2441768,-82.7192671,7273767000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1730118555,HARBORSIDE SURGERY CENTER LLC,610 E OLYMPIA AVE,PUNTA GORDA,FL,33950,,26.9355936,-82.0482175,9416370065,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1326309394,ADVANCED SURGERY CENTER OF ORLANDO LLC,6900 TURKEY LAKE RD STE 2-5,ORLANDO,FL,328194707,,28.46164104,-81.47497892,4078107968,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1508063884,"CENTRAL FLORIDA CATARACT AND LASER SURGERY CENTER, INC.",801 N STONE ST,DELAND,FL,327203255,,29.041049,-81.3158557,3867344431,Dec-49,,,,F1005,,,,,,,,,,,,,,,,,,,
,1881969269,SURGERY CENTRE OF SW FLORIDA LLC,665 DEL PRADO BLVD S,CAPE CORAL,FL,339902666,,26.63848705,-81.94102473,2397723636,Dec-49,,,GX907A,,,,,,,,,,,,,,,,,,,,
,1619979580,PORT ORANGE ENDOSCOPY AND SURGERY CENTER INC,550 MEMORIAL CIR,PORT ORANGE,FL,321272905,,29.10162805,-81.01059618,3866720017,Dec-49,,,,F1449,,,,,,,,,,,,,,,,,,,
,1558618116,TAVARES SURGERY LLC,1878 MAYO DR,TAVARES,FL,327784308,,28.8185413,-81.7123038,3525085401,Dec-49,,,,F1575,,,,,,,,,,,,,,,,,,,
,1205184603,ST. LUKE'S SURGICAL AT THE VILLAGES INC,1050 OLD CAMP RD,THE VILLAGES,FL,321621762,,28.90788824,-81.97774626,3523508484,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1033468442,CORNERSTONE SURGICARE LLC,511 HEWITT STREET,PENSACOLA,FL,325032363,,30.46526402,-87.2235403,2058246250,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1669720439,OCALA SPECIALTY SURGERY CENTER LLC,3201 SW 34TH ST,OCALA,FL,344747439,,29.15350171,-82.17045566,3522371385,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1003812686,FLORIDA COASTAL SURGERY CENTER INC,801 ANCHOR RODE DRIVE,NAPLES,FL,341032742,,26.188279,-81.801793,2392631717,Dec-49,,,F1295,,,,,,,,,,,,,,,,,,,,
,1649515354,SURGCENTER NORTHEAST LLC,2438 DR. MARTIN LUTHER KING JR STREET NORTH SUITE C,ST PETERSBURG,FL,337042750,,27.7703796,-82.6695085,7275439204,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1861740508,ADVANCED SURGERY CENTER OF SARASOTA LLC,2621 CATTLEMEN RD,SARASOTA,FL,342326212,,27.310694,-82.45132183,9414445510,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1821342858,"SURGCENTER OF ORANGE PARK, LLC",1465 KINGSLEY AVE,ORANGE PARK,FL,320734504,,30.16502483,-81.72496694,9043854854,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1750313144,"AMBULATORY SURGICAL CARE, LLC",1045 N COURTENAY PKWY,MERRITT ISLAND,FL,329534531,,28.37469347,-80.70109308,3214533937,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1336100189,ST MICHAELS SURGERY CENTER INC,1018 W BAY DR,LARGO,FL,337703225,,27.91683027,-82.79883761,7275852200,Dec-49,,,,F1347,,,,,,,,,,,,,,,,,,,
,1760724314,HENGHOLD SURGERY CENTER LLC,530 FONTAINE ST,PENSACOLA,FL,325032019,,30.47569256,-87.2244611,8504744775,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1831525112,LONGLEAF SURGERY CENTER LLC,3000 STARKEY BLVD,NEW PORT RICHEY,FL,346552175,,28.2441768,-82.7192671,6095755854,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1619213303,RIVERSIDE ENDOSCOPY CENTER LLC,2151 RIVERSIDE AVE,JACKSONVILLE,FL,322044416,,30.31105865,-81.68335172,9043888686,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1063853174,NATIONAL SURGICAL CENTERS OF AMERICA LLC,13945 N US HIGHWAY 441,LADY LAKE,FL,321598924,,28.9174855,-81.9228604,3525612900,Dec-49,,,,F1583,,,,,,,,,,,,,,,,,,,
,1730500935,BARDMOOR SURGERY CENTER LLC,8787 BRYAN DAIRY RD STE 300,LARGO,FL,337771252,,27.9094665,-82.7873244,7273945900,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1992040976,NATIONAL SURGICAL CENTERS OF AMERICA LLC,5365 W ATLANTIC AVE,DELRAY BEACH,FL,334848194,,26.45788743,-80.12836494,5612793500,Dec-49,,,,F1584,,,,,,,,,,,,,,,,,,,
,1346662186,NATIONAL SURGICAL CENTERS OF AMERICA LLC,150 SW CHAMBER CT.,PORT SAINT LUCIE,FL,349863413,,27.3104167,-80.4004122,7728079000,Dec-49,,,,F1592,,,,,,,,,,,,,,,,,,,
,1669803391,SURGERY CENTER OF VIERA LLC,7955 SPYGLASS HILL RD STE B,MELBOURNE,FL,329408135,,28.106471,-80.6371513,3217518700,Dec-49,,,,F1587,,,,,,,,,,,,,,,,,,,
,1770929044,SURGCENTER OF PALM BEACH GARDENS,900 VILLAGE SQUARE CROSSING,PALM BEACH GARDENS,FL,334104547,,26.8233946,-80.1386547,5614296880,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
F1142A,1891118154,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,3737 N PINE ISLAND RD,SUNRISE,FL,333516528,,26.17138623,-80.26752031,9545725888,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1386086411,"MARION SURGERY CENTER, LLC",2207 SW 1ST AVE,OCALA,FL,344718105,,29.16653731,-82.13636503,7862515741,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1881013142,ADVANCED SURGERY CENTER OF TAMPA LLC,1881 W KENNEDY BLVD,TAMPA,FL,336061611,,27.94479031,-82.47862723,8136935000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1659790657,"BISCAYNE PLAZA SURGERY CENTER, LLC",3475 SHERIDAN ST,HOLLYWOOD,FL,330213640,,26.03311001,-80.1783776,7548885867,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1326453325,CAPITAL CITY SURGERY CENTER OF FLORIDA LLC,2807 CAPITAL MEDICAL BLVD STE 2,TALLAHASSEE,FL,323088420,,30.4758708,-84.22913529,8504024107,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1104233014,"TAMPA MINIMALLY INVASIVE SPINE SURGERY CENTER, LLC",5329 PRIMROSE LAKE CIR,TAMPA,FL,336473521,,28.12866658,-82.37859441,8134639762,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1487059002,"RIVERWALK ASC, LLC",8350 RIVERWALK PARK BLVD,FORT MYERS,FL,339198759,,26.640628,-81.8723084,2394894909,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1043605934,SEASIDE SURGERY CENTER LLC,1879 VETERANS PARK DR,NAPLES,FL,341090500,,26.1421976,-81.7942944,2392487623,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1609269232,SURGICAL CENTER OF PONTE VEDRA BEACH LLC,1030 A1A N,PONTE VEDRA BEACH,FL,320824019,,30.2396865,-81.3856384,9072851199,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1841605318,FLORIDA ORTHOPAEDIC INSTITUTE SURGERY CENTER LLC,6119 GUNN HWY,TAMPA,FL,336254013,,27.9477595,-82.458444,8139724905,Dec-49,,,,,,,,TRUE,,,,,,,,5,,,,,,,
,1316341514,MIAMI CHILDREN'S HOSPITAL AMBULATORY SURGERY CENTER LLC,800 SW 108TH AVE,MIAMI,FL,331742555,,25.7602565,-80.3717001,3058314282,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1992728810,"SPECIALISTS IN UROLOGY SURGERY CENTER, LLC",28930 TRAILS EDGE BOULEVARD,BONITA SPRINGS,FL,341347582,,26.31775801,-81.80616336,2392317041,Dec-49,,,,F1480,,,,,,,,,,,,,,,,,,,
,1205221470,NEWSOM SURGERY CENTER OF SEBRING LLC,4211 US HWY 27 N,SEBRING,FL,338701917,,27.4957453,-81.4410425,8634551100,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1891184826,SURGICAL CENTER OF NORTH FLORIDA LLC,6520 NW 9TH BLVD,GAINESVILLE,FL,326054205,,29.6519684,-82.3249846,3522247800,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1891172078,COMPREHENSIVE SURGERY CENTER LLC,407 AURORA AVE,CLEARWATER,FL,337653525,,27.96145258,-82.75538477,7279538090,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1013309459,MELBOURNE SURGERY CENTER LLC,95 BULLDOG BLVD,MELBOURNE,FL,329013175,,28.08878324,-80.6197951,3219529800,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1518373695,HOLLYWOOD SURGICAL CENTER LLC,1201 N 35TH AVE,HOLLYWOOD,FL,330215434,,26.021057,-80.178757,3214033991,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1215307012,BAY AREA SURGICENTER LLC,516 VONDERBURG DR,BRANDON,FL,335115954,,27.93069603,-82.28882208,8136991200,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1598144909,TRINITY AMBULATORY SURGICAL CENTER LLC,11308 STATE ROAD 54,NEW PORT RICHEY,FL,346552294,,28.2441768,-82.7192671,7272478754,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1407227358,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,200 NORTHPOINT PKWY,WEST PALM BEACH,FL,334071967,,26.76061494,-80.09913343,5616150110,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1912378357,DAVENPORT AMBULATORY SURGERY CENTER LLC,107 PARK PLACE BLVD,DAVENPORT,FL,338376858,,28.1614046,-81.6017417,8634192812,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1326435926,SELECT PHYSICIANS SURGERY CENTERS,3440 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,336076223,,27.9808398,-82.50032365,8133211618,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1922335900,PALMETTO LAKES SURGICAL CENTER LLC,2100 W 76TH ST,HIALEAH,FL,330165505,,25.8912552,-80.32519239,9545367414,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1760847792,OCALA FL ORTHOPAEDIC ASC LLC,1600 SE 17TH ST,OCALA,FL,344714606,,29.1715841,-82.117266,6152403720,Dec-49,,,,,,,,TRUE,,,,,,,,5,,,,,,,
,1568918746,ORTHOPEDIC SURGERY CENTER OF PALM BEACH COUNTY LLC,10275 HAGEN RANCH ROAD,BOYNTON BEACH,FL,334373758,,26.5256179,-80.0666026,8608332375,Dec-49,,,,,,,,TRUE,,,,,,,,5,,,,,,,
,1013360320,SURGICATH LLC,3345 BURNS RD,PALM BEACH GARDENS,FL,334104304,,26.83073707,-80.08779058,5616261881,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1700331964,THE ADVANCED CENTER FOR SURGERY LLC,1155 35TH LN STE 100,VERO BEACH,FL,329607320,,27.6387163,-80.3975399,7722573600,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1548613755,VERO BEACH FLORIDA ASC LLC,845 37TH PL,VERO BEACH,FL,329606564,,27.6387163,-80.3975399,7727780600,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1932657335,VOLUSIA ORTHOPAEDIC TRAUMA CALL ASSOCIATES LLC,1871 LPGA BLVD,DAYTONA BEACH,FL,321177108,,29.2273539,-81.0838756,3863668181,Dec-49,,,,,,,,TRUE,,,,,,,,5,,,,,,,
,1053764779,SURGCENTER OF ST LUCIE LLC,10521 SW VILLAGE CENTER DR,PORT SAINT LUCIE,FL,349871930,,27.2939333,-80.3503283,7723458600,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1346693124,VILLAGES ENDOSCOPY CENTER LLC,10900 SE 174TH PLACE,SUMMERFIELD,FL,344918984,,29.0085924,-82.0348092,3522457427,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1750823886,LAKE ENDOSCOPY CENTER LLC,17355 SE 109TH TERRACE RD,SUMMERFIELD,FL,344918930,,29.0085924,-82.0348092,3522450846,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1811433410,OPHTHALMOLOGY SURGERY CENTER OF ORLANDO LLC,105 BONNIE LOCH CT,ORLANDO,FL,328062909,,28.52247941,-81.37976212,4074280040,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1992250922,MIAMI SURGICAL SUITES LLC,9035 SUNSET DRIVE SUITE 200,MIAMI,FL,331733451,,25.804427,-80.1451234,7866156210,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1871966507,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,7600 SW 87TH AVE STE 100,MIAMI,FL,331733635,,25.6982642,-80.3345068,7862353750,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1962953018,THE SURGERY CENTER AT TGH BRANDON HEALTHPLEX LLC,10740 PALM RIVER RD,TAMPA,FL,336194574,,27.93031315,-82.3358379,8136606600,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1881131621,FRESENIUS VASCULAR CARE OF PENSACOLA ASC LLC,1619 CREIGHTON RD,PENSACOLA,FL,325047152,,30.495327,-87.198229,8504663843,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1629420922,HEART OF FLORIDA SURGERY CENTER LLC,410 LIONEL WAY,DAVENPORT,FL,338377809,,28.1614046,-81.6017417,9193292282,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1801343496,"TRADITION SURGERY CENTER, LLC",10080 SW INNOVATION WAY STE 101,PORT ST LUCIE,FL,349872129,,27.26107515,-80.42709942,7723458700,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1710420120,AMERICAN ACCESS CARE OF MIAMI ASC LLC,9200 S DADELAND BLVD,MIAMI,FL,331562703,,25.6841862,-80.3166937,3056701044,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1427507987,TRANSFORMATIONS SURGERY CENTER INC,27716 CASHFORD CIR,WESLEY CHAPEL,FL,335446334,,28.1897239,-82.35777855,8135636005,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1184164816,DELRAY BEACH SURGICAL SUITES LLC,555 SE 5TH AVE,DELRAY BEACH,FL,334835212,,26.45294752,-80.06798781,5613190751,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1053851162,SPECIALTY SURGERY CENTER OF FLORIDA LLC,1545 HAND AVE,ORMOND BEACH,FL,321741140,,29.2629288,-81.0960864,3862742977,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1659759827,FLORIDA HEALTH CARE PLAN INC,2777 ENTERPRISE RD,ORANGE CITY,FL,327638310,,28.9053127,-81.2876996,3867742550,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1477070340,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,1905 CLINT MOORE RD STE 115,BOCA RATON,FL,334962659,,26.40820249,-80.12195426,5615095084,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1629508387,WELLINGTON ENDOSCOPY CENTER LLC,1157 S STATE ROAD 7,WELLINGTON,FL,334146101,,26.6650215,-80.2027913,5612146695,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1295258416,PUMPKIN PATCH AMBULATORY SURGICAL CENTER LLC,1500 S ORLANDO AVE,WINTER PARK,FL,327895500,,28.582973,-81.364787,4077400909,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1134677990,CENTER FOR EYE SURGERY LLC,6660 SW 117TH AVE,MIAMI,FL,331832826,,25.7060179,-80.3828574,3056618588,Dec-49,,,,,,,,TRUE,,,,,5,,,,,,,,,,
,1487198495,"SURGERY CENTER OF NAPLES, LLC",11161 HEALTH PARK BLVD,NAPLES,FL,341105730,,26.1421976,-81.7942944,7817332235,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1366994675,SURGICAL CENTER OF CENTRAL FLORIDA LLC,3221 S FLORIDA AVE STE A,LAKELAND,FL,338034550,,28.00612096,-81.95708437,8635770303,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1174030878,STUART SURGERY CENTER LLC,2096 SE OCEAN BLVD,STUART,FL,349963304,,27.19728026,-80.22438895,7722235058,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1942715826,SAFETY HARBOR ASC COMPANY LLC,3280 N MCMULLEN BOOTH RD STE 110,CLEARWATER,FL,337612046,,27.9658533,-82.8001026,7277873000,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1689188823,"CYPRESS AMBULATORY SURGERY CENTER, LLC",5016 W CYPRESS ST STE 100,TAMPA,FL,336073804,,27.95225476,-82.52868041,8135422586,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1679086078,CYPRESS CREEK OUTPATIENT SURGICAL CENTER LLC,CYPRESS CREEK OUTPATIENT SURGICAL CENTER LLC,FORT LAUDERDALE,FL,333091866,,26.1223084,-80.1433786,9549867079,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1538609011,"JACKSONVILLE ENDOSCOPY CENTERS, LLC",4800 BELFORT RD,JACKSONVILLE,FL,322566004,,30.2507848,-81.5858855,9042654801,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1740787068,CLEVELAND CLINIC FLORIDA A NONPROFIT CORPORATION,5701 NORTH UNIVERSITY DRIVE,CORAL SPRINGS,FL,330671703,,26.29899063,-80.25036344,8774632010,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1518463017,ORLANDO CHILDRENS SURGERY CENTER LLC,1000 WOODCOCK RD STE 120,ORLANDO,FL,328033509,,28.558509,-81.344368,7177594378,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1366982845,"JACKSONVILLE ENDOSCOPY CENTERS, LLC",1610 BARRS ST STE B,JACKSONVILLE,FL,322044569,,30.3106479,-81.6901831,9043819393,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1528553831,ORLANDO SURGERY CENTER LLC,3435 PINEHURST AVE,ORLANDO,FL,328044049,,28.58276257,-81.37443266,3218418199,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1568963189,BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,709 ALTON ROAD,MIAMI BEACH,FL,331395520,,25.7771645,-80.1404272,7866627111,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1215421540,TAMPA CHILDRENS SURGERY CENTER LLC,10909 W LINEBAUGH AVE STE 102,TAMPA,FL,336261741,,28.0400159,-82.4802704,8134982629,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1972092146,SURGERY CENTRE OF SW FLORIDA LLC,13051 UNIVERSITY DR STE 102,FORT MYERS,FL,339075704,,26.640628,-81.8723084,4698724706,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1407100480,SEACREST SURGICAL CENTER LLC,2314 S SEACREST BLVD,BOYNTON BEACH,FL,334356788,,26.50798329,-80.06577157,5617357766,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1326527680,INTRACOASTAL SURGERY CENTER LLC,2200 W EAU GALLIE BLVD STE 100,MELBOURNE,FL,329353166,,28.128976,-80.655169,3217956095,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1245711803,SURGCENTER CLEARWATER LLC,980 MILWAUKEE AVENUE,DUNEDIN,FL,346987072,,28.01537247,-82.78434896,3307044752,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1467937623,MEMORIAL HEALTHCARE SYSTEM AMBULATORY CARE CENTER LLC,3377 SOUTH STATE ROAD 7 SUITE 200,WELLINGTON,FL,334498082,,26.6586779,-80.2414357,9542653451,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1760963292,"COLONIAL OUTPATIENT SURGERY CENTER, LLC",4571 COLONIAL BLVD,FORT MYERS,FL,339661156,,26.6124046,-81.81910181,2393332050,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1639650161,"TRAILS EDGE SURGERY CENTER, LLC",28930 TRAILS EDGE BLVD,BONITA SPRINGS,FL,341347582,,26.31775801,-81.80616336,2393333200,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1699256404,LEGACY SURGERY CENTER LLC,6918 GUNN HWY STE E,TAMPA,FL,336253853,,27.9477595,-82.458444,9193292882,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1366935074,SKYWAY SURGERY CENTER LLC,625 6TH AVE S,ST PETERSBURG,FL,337014662,,27.76433503,-82.64216902,7277427317,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1396211264,PALM BEACH SURGICAL SUITES LLC,4215 BURNS RD STE 150,PALM BEACH GARDENS,FL,334104625,,26.83086845,-80.10152417,7722604018,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1942775762,"SUMMERPORT SURGERY CENTER, LLC",5151 WINTER GARDEN VINELAND RD,WINDERMERE,FL,347866098,,28.4944695,-81.5345547,3218418199,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1740771708,EAST FORT LAUDERDALE ASC LLC,1925 NE 45TH ST,FORT LAUDERDALE,FL,333085158,,26.183468,-80.1190188,7138127586,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1538664644,TAMPA BAY SURGERY CENTER ASSOCIATES LTD,11911 N DALE MABRY HWY,TAMPA,FL,336183507,,27.9630796,-82.5054454,8139618500,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
,1790252864,TREASURE COAST ASC LLC,1155 SE MONTEREY ROAD EXT,STUART,FL,349944617,,27.197983,-80.2519175,7722868028,Dec-49,,,,,,,,,,,,,,,,,,,,,,,
